,raw,label,raw_clean,raw_casefolding,raw_tokenizing,raw_filtering,raw_normalisasi,raw_stimming,Ready
1407,Suka aplikasi ini sampai detik ini.,1,Suka aplikasi ini sampai detik ini,suka aplikasi ini sampai detik ini,"['suka', 'aplikasi', 'ini', 'sampai', 'detik', 'ini']","['suka', 'aplikasi', 'detik']","['suka', 'aplikasi', 'detik']","['suka', 'aplikasi', 'detik']",suka aplikasi detik
1408,"Aplikasi yang sangat membantu, mempermudah dalam melakukan isi ulang saldo DANA dan GoPay, sangat ringkes tinggal klik semua beres.",1,Aplikasi yang sangat membantu mempermudah dalam melakukan isi ulang saldo DANA dan GoPay sangat ringkes tinggal klik semua beres,aplikasi yang sangat membantu mempermudah dalam melakukan isi ulang saldo dana dan gopay sangat ringkes tinggal klik semua beres,"['aplikasi', 'yang', 'sangat', 'membantu', 'mempermudah', 'dalam', 'melakukan', 'isi', 'ulang', 'saldo', 'dana', 'dan', 'gopay', 'sangat', 'ringkes', 'tinggal', 'klik', 'semua', 'beres']","['aplikasi', 'membantu', 'mempermudah', 'isi', 'ulang', 'saldo', 'dana', 'gopay', 'ringkes', 'tinggal', 'klik', 'beres']","['aplikasi', 'membantu', 'mempermudah', 'isi', 'ulang', 'saldo', 'dana', 'gopay', 'ringkes', 'tinggal', 'klik', 'beres']","['aplikasi', 'bantu', 'mudah', 'isi', 'ulang', 'saldo', 'dana', 'gopay', 'ringkes', 'tinggal', 'klik', 'beres']",aplikasi bantu mudah isi ulang saldo dana gopay ringkes tinggal klik beres
1409,Memudahkan segala urusan,1,Memudahkan segala urusan,memudahkan segala urusan,"['memudahkan', 'segala', 'urusan']","['memudahkan', 'urusan']","['memudahkan', 'urusan']","['mudah', 'urus']",mudah urus
1410,"Kalo bisa mah,,ngga usah ada bintang nya,,top up berhasil melalui ATM,,tapi dana ngga masuk,,suruh tunggu 1 X 24 jam,,udah kelewat 1 X 24 jam malah nambah lagi suruh tunggu 14 X 24 jam,,kan gila banget sistem begitu,,udah jelas ada bukti struk nya mutasi nya,,minta bukti udah di kirim buktinya malah suruh nunggu,,kan kacau ,,itu udah jelas sukses berhasil saldo kemanain,,,ribet banget linkaja",-1,Kalo bisa mahngga usah ada bintang nyatop up berhasil melalui ATMtapi dana ngga masuksuruh tunggu  jamudah kelewat  jam malah nambah lagi suruh tunggu  jamkan gila banget sistem begituudah jelas ada bukti struk nya mutasi nyaminta bukti udah di kirim buktinya malah suruh nunggukan kacau itu udah jelas sukses berhasil saldo kemanainribet banget linkaja,kalo bisa mahngga usah ada bintang nyatop up berhasil melalui atmtapi dana ngga masuksuruh tunggu  jamudah kelewat  jam malah nambah lagi suruh tunggu  jamkan gila banget sistem begituudah jelas ada bukti struk nya mutasi nyaminta bukti udah di kirim buktinya malah suruh nunggukan kacau itu udah jelas sukses berhasil saldo kemanainribet banget linkaja,"['kalo', 'bisa', 'mahngga', 'usah', 'ada', 'bintang', 'nyatop', 'up', 'berhasil', 'melalui', 'atmtapi', 'dana', 'ngga', 'masuksuruh', 'tunggu', 'jamudah', 'kelewat', 'jam', 'malah', 'nambah', 'lagi', 'suruh', 'tunggu', 'jamkan', 'gila', 'banget', 'sistem', 'begituudah', 'jelas', 'ada', 'bukti', 'struk', 'nya', 'mutasi', 'nyaminta', 'bukti', 'udah', 'di', 'kirim', 'buktinya', 'malah', 'suruh', 'nunggukan', 'kacau', 'itu', 'udah', 'jelas', 'sukses', 'berhasil', 'saldo', 'kemanainribet', 'banget', 'linkaja']","['mahngga', 'bintang', 'nyatop', 'up', 'berhasil', 'atmtapi', 'dana', 'ngga', 'masuksuruh', 'tunggu', 'jamudah', 'kelewat', 'jam', 'nambah', 'suruh', 'tunggu', 'jamkan', 'gila', 'banget', 'sistem', 'begituudah', 'bukti', 'struk', 'mutasi', 'nyaminta', 'bukti', 'udah', 'kirim', 'buktinya', 'suruh', 'nunggukan', 'kacau', 'udah', 'sukses', 'berhasil', 'saldo', 'kemanainribet', 'banget', 'linkaja']","['mahngga', 'bintang', 'nyatop', 'up', 'berhasil', 'atmtapi', 'dana', 'tidak', 'masuksuruh', 'tunggu', 'jamudah', 'kelewat', 'jam', 'tambah', 'suruh', 'tunggu', 'jamkan', 'gila', 'banget', 'sistem', 'begituudah', 'bukti', 'struk', 'mutasi', 'nyaminta', 'bukti', 'sudah', 'kirim', 'buktinya', 'suruh', 'nunggukan', 'kacau', 'sudah', 'sukses', 'berhasil', 'saldo', 'kemanainribet', 'banget', 'linkaja']","['mahngga', 'bintang', 'nyatop', 'up', 'hasil', 'atmtapi', 'dana', 'tidak', 'masuksuruh', 'tunggu', 'jamudah', 'lewat', 'jam', 'tambah', 'suruh', 'tunggu', 'jam', 'gila', 'banget', 'sistem', 'begituudah', 'bukti', 'struk', 'mutasi', 'nyaminta', 'bukti', 'sudah', 'kirim', 'bukti', 'suruh', 'nunggukan', 'kacau', 'sudah', 'sukses', 'hasil', 'saldo', 'kemanainribet', 'banget', 'linkaja']",mahngga bintang nyatop up hasil atmtapi dana tidak masuksuruh tunggu jamudah lewat jam tambah suruh tunggu jam gila banget sistem begituudah bukti struk mutasi nyaminta bukti sudah kirim bukti suruh nunggukan kacau sudah sukses hasil saldo kemanainribet banget linkaja
1411,"Sangat jos buat beli online,,secepat kilat dan ongkir murah di banding apk tetangga",1,Sangat jos buat beli onlinesecepat kilat dan ongkir murah di banding apk tetangga,sangat jos buat beli onlinesecepat kilat dan ongkir murah di banding apk tetangga,"['sangat', 'jos', 'buat', 'beli', 'onlinesecepat', 'kilat', 'dan', 'ongkir', 'murah', 'di', 'banding', 'apk', 'tetangga']","['jos', 'beli', 'onlinesecepat', 'kilat', 'ongkir', 'murah', 'banding', 'apk', 'tetangga']","['jos', 'beli', 'onlinesecepat', 'kilat', 'ongkir', 'murah', 'banding', 'apk', 'tetangga']","['jos', 'beli', 'onlinesecepat', 'kilat', 'ongkir', 'murah', 'banding', 'apk', 'tetangga']",jos beli onlinesecepat kilat ongkir murah banding apk tetangga
1412,Upgrade sangat sulit udah di isi saldo tp gak bisa buat transaksi percuma . Rekam vidio buat upgrade sangat sulit tidak membantu sama sekali,-1,Upgrade sangat sulit udah di isi saldo tp gak bisa buat transaksi percuma Rekam vidio buat upgrade sangat sulit tidak membantu sama sekali,upgrade sangat sulit udah di isi saldo tp gak bisa buat transaksi percuma rekam vidio buat upgrade sangat sulit tidak membantu sama sekali,"['upgrade', 'sangat', 'sulit', 'udah', 'di', 'isi', 'saldo', 'tp', 'gak', 'bisa', 'buat', 'transaksi', 'percuma', 'rekam', 'vidio', 'buat', 'upgrade', 'sangat', 'sulit', 'tidak', 'membantu', 'sama', 'sekali']","['upgrade', 'sulit', 'udah', 'isi', 'saldo', 'tp', 'transaksi', 'rekam', 'vidio', 'upgrade', 'sulit', 'membantu']","['upgrade', 'sulit', 'sudah', 'isi', 'saldo', 'tetapi', 'transaksi', 'rekam', 'vidio', 'upgrade', 'sulit', 'membantu']","['upgrade', 'sulit', 'sudah', 'isi', 'saldo', 'tetapi', 'transaksi', 'rekam', 'vidio', 'upgrade', 'sulit', 'bantu']",upgrade sulit sudah isi saldo tetapi transaksi rekam vidio upgrade sulit bantu
1413,Memudahkan transaksi,1,Memudahkan transaksi,memudahkan transaksi,"['memudahkan', 'transaksi']","['memudahkan', 'transaksi']","['memudahkan', 'transaksi']","['mudah', 'transaksi']",mudah transaksi
1414,MemudahkanÃ°ÂÂÂ,1,Memudahkan,memudahkan,['memudahkan'],['memudahkan'],['memudahkan'],['mudah'],mudah
1415,"Top Up kena biaya admin, enak shopee free biaya admin B1 uda layak",-1,Top Up kena biaya admin enak shopee free biaya admin  uda layak,top up kena biaya admin enak shopee free biaya admin  uda layak,"['top', 'up', 'kena', 'biaya', 'admin', 'enak', 'shopee', 'free', 'biaya', 'admin', 'uda', 'layak']","['top', 'up', 'kena', 'biaya', 'admin', 'enak', 'shopee', 'free', 'biaya', 'admin', 'uda', 'layak']","['top', 'up', 'kena', 'biaya', 'admin', 'enak', 'shopee', 'free', 'biaya', 'admin', 'sudah', 'layak']","['top', 'up', 'kena', 'biaya', 'admin', 'enak', 'shopee', 'free', 'biaya', 'admin', 'sudah', 'layak']",top up kena biaya admin enak shopee free biaya admin sudah layak
1416,Bagus dan bermanfaat,1,Bagus dan bermanfaat,bagus dan bermanfaat,"['bagus', 'dan', 'bermanfaat']","['bagus', 'bermanfaat']","['bagus', 'bermanfaat']","['bagus', 'manfaat']",bagus manfaat
1417,Mantab,1,Mantab,mantab,['mantab'],['mantab'],['mantab'],['mantab'],mantab
1418,Mantaaf,1,Mantaaf,mantaaf,['mantaaf'],['mantaaf'],['mantaaf'],['mantaaf'],mantaaf
1419,Link mantap,1,Link mantap,link mantap,"['link', 'mantap']","['link', 'mantap']","['link', 'mantap']","['link', 'mantap']",link mantap
1420,"Link aja sudah sangat bagus, tpi klo tarik tunai potonganya sama kayak narik pakai atm lumayan mahal juga sih,,,,",1,Link aja sudah sangat bagus tpi klo tarik tunai potonganya sama kayak narik pakai atm lumayan mahal juga sih,link aja sudah sangat bagus tpi klo tarik tunai potonganya sama kayak narik pakai atm lumayan mahal juga sih,"['link', 'aja', 'sudah', 'sangat', 'bagus', 'tpi', 'klo', 'tarik', 'tunai', 'potonganya', 'sama', 'kayak', 'narik', 'pakai', 'atm', 'lumayan', 'mahal', 'juga', 'sih']","['link', 'bagus', 'tpi', 'tarik', 'tunai', 'potonganya', 'kayak', 'narik', 'pakai', 'atm', 'lumayan', 'mahal']","['link', 'bagus', 'tpi', 'tarik', 'tunai', 'potonganya', 'seperti', 'narik', 'pakai', 'atm', 'lumayan', 'mahal']","['link', 'bagus', 'tpi', 'tarik', 'tunai', 'potonganya', 'seperti', 'narik', 'pakai', 'atm', 'lumayan', 'mahal']",link bagus tpi tarik tunai potonganya seperti narik pakai atm lumayan mahal
1421,GOOD,1,GOOD,good,['good'],['good'],['good'],['good'],good
1422,Ok,1,Ok,ok,['ok'],['ok'],['ok'],['ok'],ok
1423,Mudah dan cepat,1,Mudah dan cepat,mudah dan cepat,"['mudah', 'dan', 'cepat']","['mudah', 'cepat']","['mudah', 'cepat']","['mudah', 'cepat']",mudah cepat
1424,goood,1,goood,goood,['goood'],['goood'],['goood'],['goood'],goood
1425,Link aja ok,1,Link aja ok,link aja ok,"['link', 'aja', 'ok']","['link', 'ok']","['link', 'ok']","['link', 'ok']",link ok
1426,Saya selalu gagal membuat link aja full service padahal semua data dan verifikasi semua sudah benar,-1,Saya selalu gagal membuat link aja full service padahal semua data dan verifikasi semua sudah benar,saya selalu gagal membuat link aja full service padahal semua data dan verifikasi semua sudah benar,"['saya', 'selalu', 'gagal', 'membuat', 'link', 'aja', 'full', 'service', 'padahal', 'semua', 'data', 'dan', 'verifikasi', 'semua', 'sudah', 'benar']","['gagal', 'link', 'full', 'service', 'data', 'verifikasi']","['gagal', 'link', 'full', 'service', 'data', 'verifikasi']","['gagal', 'link', 'full', 'service', 'data', 'verifikasi']",gagal link full service data verifikasi
1427,Sangat kecewaa tarik tunai saldo kepotong uang gak keluar..komplain lama sekali telp nghabisin pulsa.sampe sekarang uang tidak kembali dan gak ada kejelasan..kurang gerak cepat dan gak aman sama sekali..kita orang susah jangan di bikin tambah susah,-1,Sangat kecewaa tarik tunai saldo kepotong uang gak keluarkomplain lama sekali telp nghabisin pulsasampe sekarang uang tidak kembali dan gak ada kejelasankurang gerak cepat dan gak aman sama sekalikita orang susah jangan di bikin tambah susah,sangat kecewaa tarik tunai saldo kepotong uang gak keluarkomplain lama sekali telp nghabisin pulsasampe sekarang uang tidak kembali dan gak ada kejelasankurang gerak cepat dan gak aman sama sekalikita orang susah jangan di bikin tambah susah,"['sangat', 'kecewaa', 'tarik', 'tunai', 'saldo', 'kepotong', 'uang', 'gak', 'keluarkomplain', 'lama', 'sekali', 'telp', 'nghabisin', 'pulsasampe', 'sekarang', 'uang', 'tidak', 'kembali', 'dan', 'gak', 'ada', 'kejelasankurang', 'gerak', 'cepat', 'dan', 'gak', 'aman', 'sama', 'sekalikita', 'orang', 'susah', 'jangan', 'di', 'bikin', 'tambah', 'susah']","['kecewaa', 'tarik', 'tunai', 'saldo', 'kepotong', 'uang', 'keluarkomplain', 'telp', 'nghabisin', 'pulsasampe', 'uang', 'kejelasankurang', 'gerak', 'cepat', 'aman', 'sekalikita', 'orang', 'susah', 'susah']","['kecewaa', 'tarik', 'tunai', 'saldo', 'kepotong', 'uang', 'keluarkomplain', 'telp', 'nghabisin', 'pulsasampe', 'uang', 'kejelasankurang', 'gerak', 'cepat', 'aman', 'sekalikita', 'orang', 'susah', 'susah']","['kecewaa', 'tarik', 'tunai', 'saldo', 'potong', 'uang', 'keluarkomplain', 'telp', 'nghabisin', 'pulsasampe', 'uang', 'kejelasankurang', 'gerak', 'cepat', 'aman', 'sekalikita', 'orang', 'susah', 'susah']",kecewaa tarik tunai saldo potong uang keluarkomplain telp nghabisin pulsasampe uang kejelasankurang gerak cepat aman sekalikita orang susah susah
1428,LinkAja memang oke Ã°ÂÂÂÃ°ÂÂÂ,1,LinkAja memang oke,linkaja memang oke,"['linkaja', 'memang', 'oke']","['linkaja', 'oke']","['linkaja', 'oke']","['linkaja', 'oke']",linkaja oke
1429,Sudah Kaka lupa pin di situ kirim ulang lewat email ga bisa di klik gimana apa bisa di bantu?,-1,Sudah Kaka lupa pin di situ kirim ulang lewat email ga bisa di klik gimana apa bisa di bantu,sudah kaka lupa pin di situ kirim ulang lewat email ga bisa di klik gimana apa bisa di bantu,"['sudah', 'kaka', 'lupa', 'pin', 'di', 'situ', 'kirim', 'ulang', 'lewat', 'email', 'ga', 'bisa', 'di', 'klik', 'gimana', 'apa', 'bisa', 'di', 'bantu']","['kaka', 'lupa', 'pin', 'situ', 'kirim', 'ulang', 'email', 'klik', 'gimana', 'bantu']","['kaka', 'lupa', 'pin', 'situ', 'kirim', 'ulang', 'email', 'klik', 'bagaimana', 'bantu']","['kaka', 'lupa', 'pin', 'situ', 'kirim', 'ulang', 'email', 'klik', 'bagaimana', 'bantu']",kaka lupa pin situ kirim ulang email klik bagaimana bantu
1430,"Ribet mau kirim uang susah banget harus full service, prosedur proses full upgrade sudah dijalankan sangat maksimal tetap gagal upgrade. Mohon permudahlah. banyak aplikasi lain yang mudah digunakan, Hubungi kontak servis tidak bisa membantu, jawaban nya persis mesin penjawab. Mohon ditingkatkan lagi pelayanan nya apalagi mau dipakai alat bayar pertamina",-1,Ribet mau kirim uang susah banget harus full service prosedur proses full upgrade sudah dijalankan sangat maksimal tetap gagal upgrade Mohon permudahlah banyak aplikasi lain yang mudah digunakan Hubungi kontak servis tidak bisa membantu jawaban nya persis mesin penjawab Mohon ditingkatkan lagi pelayanan nya apalagi mau dipakai alat bayar pertamina,ribet mau kirim uang susah banget harus full service prosedur proses full upgrade sudah dijalankan sangat maksimal tetap gagal upgrade mohon permudahlah banyak aplikasi lain yang mudah digunakan hubungi kontak servis tidak bisa membantu jawaban nya persis mesin penjawab mohon ditingkatkan lagi pelayanan nya apalagi mau dipakai alat bayar pertamina,"['ribet', 'mau', 'kirim', 'uang', 'susah', 'banget', 'harus', 'full', 'service', 'prosedur', 'proses', 'full', 'upgrade', 'sudah', 'dijalankan', 'sangat', 'maksimal', 'tetap', 'gagal', 'upgrade', 'mohon', 'permudahlah', 'banyak', 'aplikasi', 'lain', 'yang', 'mudah', 'digunakan', 'hubungi', 'kontak', 'servis', 'tidak', 'bisa', 'membantu', 'jawaban', 'nya', 'persis', 'mesin', 'penjawab', 'mohon', 'ditingkatkan', 'lagi', 'pelayanan', 'nya', 'apalagi', 'mau', 'dipakai', 'alat', 'bayar', 'pertamina']","['ribet', 'kirim', 'uang', 'susah', 'banget', 'full', 'service', 'prosedur', 'proses', 'full', 'upgrade', 'dijalankan', 'maksimal', 'gagal', 'upgrade', 'mohon', 'permudahlah', 'aplikasi', 'mudah', 'hubungi', 'kontak', 'servis', 'membantu', 'persis', 'mesin', 'penjawab', 'mohon', 'ditingkatkan', 'pelayanan', 'dipakai', 'alat', 'bayar', 'pertamina']","['ribet', 'kirim', 'uang', 'susah', 'banget', 'full', 'service', 'prosedur', 'proses', 'full', 'upgrade', 'dijalankan', 'maksimal', 'gagal', 'upgrade', 'mohon', 'permudahlah', 'aplikasi', 'mudah', 'hubungi', 'kontak', 'servis', 'membantu', 'persis', 'mesin', 'penjawab', 'mohon', 'ditingkatkan', 'pelayanan', 'dipakai', 'alat', 'bayar', 'pertamina']","['ribet', 'kirim', 'uang', 'susah', 'banget', 'full', 'service', 'prosedur', 'proses', 'full', 'upgrade', 'jalan', 'maksimal', 'gagal', 'upgrade', 'mohon', 'mudah', 'aplikasi', 'mudah', 'hubung', 'kontak', 'servis', 'bantu', 'persis', 'mesin', 'jawab', 'mohon', 'tingkat', 'layan', 'pakai', 'alat', 'bayar', 'pertamina']",ribet kirim uang susah banget full service prosedur proses full upgrade jalan maksimal gagal upgrade mohon mudah aplikasi mudah hubung kontak servis bantu persis mesin jawab mohon tingkat layan pakai alat bayar pertamina
1431,Bravo,1,Bravo,bravo,['bravo'],['bravo'],['bravo'],['bravo'],bravo
1432,Ll,1,Ll,ll,['ll'],['ll'],['ll'],['ll'],ll
1433,Susah gak bisa kirim ke sesama e-wallet dan juga udah gak bisa kirim ke bank neo commerce,-1,Susah gak bisa kirim ke sesama ewallet dan juga udah gak bisa kirim ke bank neo commerce,susah gak bisa kirim ke sesama ewallet dan juga udah gak bisa kirim ke bank neo commerce,"['susah', 'gak', 'bisa', 'kirim', 'ke', 'sesama', 'ewallet', 'dan', 'juga', 'udah', 'gak', 'bisa', 'kirim', 'ke', 'bank', 'neo', 'commerce']","['susah', 'kirim', 'ewallet', 'udah', 'kirim', 'bank', 'neo', 'commerce']","['susah', 'kirim', 'ewallet', 'sudah', 'kirim', 'bank', 'neo', 'commerce']","['susah', 'kirim', 'ewallet', 'sudah', 'kirim', 'bank', 'neo', 'commerce']",susah kirim ewallet sudah kirim bank neo commerce
1434,Kemudahan dalam transaksi. LinkAja..Ã°ÂÂÂÃ°ÂÂÂ,1,Kemudahan dalam transaksi LinkAja,kemudahan dalam transaksi linkaja,"['kemudahan', 'dalam', 'transaksi', 'linkaja']","['kemudahan', 'transaksi', 'linkaja']","['kemudahan', 'transaksi', 'linkaja']","['mudah', 'transaksi', 'linkaja']",mudah transaksi linkaja
1435,Transfer gagal mulu dari kemarin layanan sedang ditingkatkan mulu Yang bener bikin aplikasi tuh,-1,Transfer gagal mulu dari kemarin layanan sedang ditingkatkan mulu Yang bener bikin aplikasi tuh,transfer gagal mulu dari kemarin layanan sedang ditingkatkan mulu yang bener bikin aplikasi tuh,"['transfer', 'gagal', 'mulu', 'dari', 'kemarin', 'layanan', 'sedang', 'ditingkatkan', 'mulu', 'yang', 'bener', 'bikin', 'aplikasi', 'tuh']","['transfer', 'gagal', 'mulu', 'kemarin', 'layanan', 'ditingkatkan', 'mulu', 'bener', 'aplikasi']","['transfer', 'gagal', 'mulu', 'kemarin', 'layanan', 'ditingkatkan', 'mulu', 'benar', 'aplikasi']","['transfer', 'gagal', 'mulu', 'kemarin', 'layan', 'tingkat', 'mulu', 'benar', 'aplikasi']",transfer gagal mulu kemarin layan tingkat mulu benar aplikasi
1436,Bagus,1,Bagus,bagus,['bagus'],['bagus'],['bagus'],['bagus'],bagus
1437,Mantap,1,Mantap,mantap,['mantap'],['mantap'],['mantap'],['mantap'],mantap
1438,Hebat,1,Hebat,hebat,['hebat'],['hebat'],['hebat'],['hebat'],hebat
1439,Minta pembaruan nama sesui ktp.. malah cuma upgrad fullservice.. padahal akun dah lama full service.. sudah lewat email tetap aja ditolak..,-1,Minta pembaruan nama sesui ktp malah cuma upgrad fullservice padahal akun dah lama full service sudah lewat email tetap aja ditolak,minta pembaruan nama sesui ktp malah cuma upgrad fullservice padahal akun dah lama full service sudah lewat email tetap aja ditolak,"['minta', 'pembaruan', 'nama', 'sesui', 'ktp', 'malah', 'cuma', 'upgrad', 'fullservice', 'padahal', 'akun', 'dah', 'lama', 'full', 'service', 'sudah', 'lewat', 'email', 'tetap', 'aja', 'ditolak']","['pembaruan', 'nama', 'sesui', 'ktp', 'upgrad', 'fullservice', 'akun', 'dah', 'full', 'service', 'email', 'ditolak']","['pembaruan', 'nama', 'sesui', 'ktp', 'upgrad', 'fullservice', 'akun', 'dah', 'full', 'service', 'email', 'ditolak']","['baru', 'nama', 'sesui', 'ktp', 'upgrad', 'fullservice', 'akun', 'dah', 'full', 'service', 'email', 'tolak']",baru nama sesui ktp upgrad fullservice akun dah full service email tolak
1440,"Mau transfer tapi ribet, sudah padahal data sudah sesuai tunggu waktu verifikasinya lamaÃ°ÂÂ¤ÂÃ°ÂÂ¤Â",-1,Mau transfer tapi ribet sudah padahal data sudah sesuai tunggu waktu verifikasinya lama,mau transfer tapi ribet sudah padahal data sudah sesuai tunggu waktu verifikasinya lama,"['mau', 'transfer', 'tapi', 'ribet', 'sudah', 'padahal', 'data', 'sudah', 'sesuai', 'tunggu', 'waktu', 'verifikasinya', 'lama']","['transfer', 'ribet', 'data', 'sesuai', 'tunggu', 'verifikasinya']","['transfer', 'ribet', 'data', 'sesuai', 'tunggu', 'verifikasinya']","['transfer', 'ribet', 'data', 'sesuai', 'tunggu', 'verifikasi']",transfer ribet data sesuai tunggu verifikasi
1441,Mantap,1,Mantap,mantap,['mantap'],['mantap'],['mantap'],['mantap'],mantap
1442,Knapa gak bisa dibuka aplikasinya ancok,1,Knapa gak bisa dibuka aplikasinya ancok,knapa gak bisa dibuka aplikasinya ancok,"['knapa', 'gak', 'bisa', 'dibuka', 'aplikasinya', 'ancok']","['knapa', 'dibuka', 'aplikasinya', 'ancok']","['knapa', 'dibuka', 'aplikasinya', 'ancok']","['knapa', 'buka', 'aplikasi', 'ancok']",knapa buka aplikasi ancok
1443,Biaya adminnya masi cukup gde,1,Biaya adminnya masi cukup gde,biaya adminnya masi cukup gde,"['biaya', 'adminnya', 'masi', 'cukup', 'gde']","['biaya', 'adminnya', 'masi', 'gde']","['biaya', 'adminnya', 'masih', 'gde']","['biaya', 'adminnya', 'masih', 'gde']",biaya adminnya masih gde
1444,Sangat bagus,1,Sangat bagus,sangat bagus,"['sangat', 'bagus']",['bagus'],['bagus'],['bagus'],bagus
1445,Berilah kemudah kalau memang jadi progam nasional,1,Berilah kemudah kalau memang jadi progam nasional,berilah kemudah kalau memang jadi progam nasional,"['berilah', 'kemudah', 'kalau', 'memang', 'jadi', 'progam', 'nasional']","['berilah', 'kemudah', 'progam', 'nasional']","['berilah', 'kemudah', 'progam', 'nasional']","['ilah', 'mudah', 'progam', 'nasional']",ilah mudah progam nasional
1446,Bintang 1 yak. Mo upgrade full service sulitnya minta ampun hahaha. Udh dm ke gmail link aja tapi gada solusi. Ribet bngt kek mo bikin KTP hahahaha,-1,Bintang yak Mo upgrade full service sulitnya minta ampun hahaha Udh dm ke gmail link aja tapi gada solusi Ribet bngt kek mo bikin KTP hahahaha,bintang yak mo upgrade full service sulitnya minta ampun hahaha udh dm ke gmail link aja tapi gada solusi ribet bngt kek mo bikin ktp hahahaha,"['bintang', 'yak', 'mo', 'upgrade', 'full', 'service', 'sulitnya', 'minta', 'ampun', 'hahaha', 'udh', 'dm', 'ke', 'gmail', 'link', 'aja', 'tapi', 'gada', 'solusi', 'ribet', 'bngt', 'kek', 'mo', 'bikin', 'ktp', 'hahahaha']","['bintang', 'yak', 'mo', 'upgrade', 'full', 'service', 'sulitnya', 'ampun', 'hahaha', 'udh', 'dm', 'gmail', 'link', 'gada', 'solusi', 'ribet', 'bngt', 'kek', 'mo', 'ktp', 'hahahaha']","['bintang', 'yak', 'mo', 'upgrade', 'full', 'service', 'sulitnya', 'ampun', 'hahaha', 'sudah', 'dm', 'gmail', 'link', 'tidak ada', 'solusi', 'ribet', 'sangat', 'kek', 'mo', 'ktp', 'hahahaha']","['bintang', 'yak', 'mo', 'upgrade', 'full', 'service', 'sulit', 'ampun', 'hahaha', 'sudah', 'dm', 'gmail', 'link', 'tidak ada', 'solusi', 'ribet', 'sangat', 'kek', 'mo', 'ktp', 'hahahaha']",bintang yak mo upgrade full service sulit ampun hahaha sudah dm gmail link tidak ada solusi ribet sangat kek mo ktp hahahaha
1447,Terima kasih atas aplikasi nya sangat membantu Ã°ÂÂÂ,1,Terima kasih atas aplikasi nya sangat membantu,terima kasih atas aplikasi nya sangat membantu,"['terima', 'kasih', 'atas', 'aplikasi', 'nya', 'sangat', 'membantu']","['terima', 'kasih', 'aplikasi', 'membantu']","['terima', 'kasih', 'aplikasi', 'membantu']","['terima', 'kasih', 'aplikasi', 'bantu']",terima kasih aplikasi bantu
1448,Ã°ÂÂÂ,1,,,[],[],[],[],
1449,"Aplikasi apa ini menyesal saya sudah unduh apk ini, update full service selalu gagal katanya data tidak sesuai padahal sudah puluhan kali saya ulang, Sangat mengecewakan.",-1,Aplikasi apa ini menyesal saya sudah unduh apk ini update full service selalu gagal katanya data tidak sesuai padahal sudah puluhan kali saya ulang Sangat mengecewakan,aplikasi apa ini menyesal saya sudah unduh apk ini update full service selalu gagal katanya data tidak sesuai padahal sudah puluhan kali saya ulang sangat mengecewakan,"['aplikasi', 'apa', 'ini', 'menyesal', 'saya', 'sudah', 'unduh', 'apk', 'ini', 'update', 'full', 'service', 'selalu', 'gagal', 'katanya', 'data', 'tidak', 'sesuai', 'padahal', 'sudah', 'puluhan', 'kali', 'saya', 'ulang', 'sangat', 'mengecewakan']","['aplikasi', 'menyesal', 'unduh', 'apk', 'update', 'full', 'service', 'gagal', 'data', 'sesuai', 'puluhan', 'kali', 'ulang', 'mengecewakan']","['aplikasi', 'menyesal', 'unduh', 'apk', 'update', 'full', 'service', 'gagal', 'data', 'sesuai', 'puluhan', 'kali', 'ulang', 'mengecewakan']","['aplikasi', 'sesal', 'unduh', 'apk', 'update', 'full', 'service', 'gagal', 'data', 'sesuai', 'puluh', 'kali', 'ulang', 'kecewa']",aplikasi sesal unduh apk update full service gagal data sesuai puluh kali ulang kecewa
1450,"sangat tidak berguna verifikasi email tidak bisa , login salah 3x suruh nunggu lima 5 menit padahal udah 3 jam",-1,sangat tidak berguna verifikasi email tidak bisa login salah  suruh nunggu lima menit padahal udah jam,sangat tidak berguna verifikasi email tidak bisa login salah  suruh nunggu lima menit padahal udah jam,"['sangat', 'tidak', 'berguna', 'verifikasi', 'email', 'tidak', 'bisa', 'login', 'salah', 'suruh', 'nunggu', 'lima', 'menit', 'padahal', 'udah', 'jam']","['berguna', 'verifikasi', 'email', 'login', 'salah', 'suruh', 'nunggu', 'menit', 'udah', 'jam']","['berguna', 'verifikasi', 'email', 'login', 'salah', 'suruh', 'nunggu', 'menit', 'sudah', 'jam']","['guna', 'verifikasi', 'email', 'login', 'salah', 'suruh', 'nunggu', 'menit', 'sudah', 'jam']",guna verifikasi email login salah suruh nunggu menit sudah jam
1451,"Good, iblike it Ã°ÂÂÂ",1,Good iblike it,good iblike it,"['good', 'iblike', 'it']","['good', 'iblike', 'it']","['good', 'iblike', 'it']","['good', 'iblike', 'it']",good iblike it
1452,Sangat membantu Ã°ÂÂÂ,1,Sangat membantu,sangat membantu,"['sangat', 'membantu']",['membantu'],['membantu'],['bantu'],bantu
1453,Ok,1,Ok,ok,['ok'],['ok'],['ok'],['ok'],ok
